,DOMICILIO_ACESSO_INTERNET,TEM_RADIO,TEM_DVD,NUMERO_TV_PLASMA,NUMERO_TV_TUBO,TEM_ASSINATURA_TV
40,Sim,Sim,Nao,1.0,0.0,Nao
41,Sim,Nao,Sim,0.0,1.0,Sim
43,Sim,Sim,Nao,1.0,0.0,Nao
44,Nao,Nao,Nao,0.0,1.0,Nao
45,Sim,Sim,Sim,1.0,2.0,Nao
46,Sim,Nao,Nao,1.0,1.0,Nao
47,Sim,Nao,Nao,1.0,0.0,Nao
48,Sim,Sim,Sim,2.0,0.0,Sim
49,Nao,Nao,Nao,0.0,1.0,Sim
50,Nao,Nao,Sim,0.0,1.0,Nao
51,Sim,Nao,Nao,1.0,0.0,Nao
52,Sim,Sim,Nao,1.0,1.0,Nao
53,Sim,Sim,Sim,1.0,2.0,Nao
55,Sim,Sim,Sim,0.0,2.0,Nao
56,Sim,Nao,Nao,1.0,0.0,Nao
57,Sim,Nao,Nao,0.0,1.0,Nao
58,Sim,Nao,Sim,1.0,1.0,Nao
59,Nao,Nao,Sim,1.0,0.0,Nao
60,Sim,Sim,Sim,1.0,1.0,Sim
61,Nao,Nao,Nao,0.0,1.0,Nao
62,Sim,Sim,Sim,0.0,1.0,Nao
63,Sim,Nao,Nao,0.0,2.0,Nao
64,Nao,Sim,Sim,0.0,1.0,Nao
66,Sim,Nao,Nao,0.0,4.0,Nao
67,Nao,Sim,Sim,0.0,1.0,Nao
68,Nao,Sim,Nao,1.0,1.0,Nao
72,Sim,Nao,Sim,1.0,0.0,Nao
73,Nao,Nao,Sim,0.0,2.0,Nao
74,Sim,Nao,Sim,2.0,0.0,Nao
75,Sim,Sim,Sim,1.0,0.0,Nao
77,Sim,Sim,Sim,0.0,1.0,Nao
78,Sim,Sim,Sim,3.0,1.0,Sim
79,Sim,Sim,Sim,1.0,0.0,Nao
80,Nao,Sim,Sim,0.0,1.0,Nao
81,Nao,Sim,Nao,1.0,0.0,Nao
82,Nao,Nao,Sim,0.0,1.0,Nao
83,Nao,Nao,Nao,1.0,0.0,Nao
85,Nao,Nao,Sim,1.0,1.0,Nao
86,Sim,Sim,Sim,2.0,0.0,Sim
87,Nao,Nao,Sim,0.0,2.0,Nao
90,Sim,Nao,Sim,0.0,1.0,Nao
91,Sim,Nao,Sim,0.0,1.0,Nao
92,Sim,Nao,Sim,1.0,0.0,Nao
93,Nao,Nao,Sim,0.0,2.0,Nao
94,Sim,Sim,Sim,1.0,0.0,Nao
95,Nao,Sim,Nao,0.0,1.0,Nao
96,Sim,Nao,Sim,1.0,2.0,Nao
97,Sim,Nao,Sim,0.0,1.0,Nao
98,Nao,Sim,Sim,0.0,1.0,Nao
99,Sim,Nao,Sim,0.0,1.0,Nao
100,Sim,Sim,Sim,1.0,1.0,Sim
101,Sim,Nao,Sim,1.0,0.0,Nao
102,Sim,Sim,Nao,2.0,0.0,Nao
103,Sim,Sim,Sim,1.0,0.0,Nao
104,Sim,Sim,Sim,0.0,2.0,Nao
105,Sim,Sim,Sim,0.0,1.0,Nao
106,Nao,Nao,Sim,1.0,0.0,Nao
107,Sim,Sim,Sim,0.0,1.0,Nao
108,Nao,Sim,Sim,0.0,1.0,Nao
109,Nao,Sim,Sim,0.0,2.0,Nao
111,Nao,Nao,Sim,0.0,1.0,Nao
112,Nao,Nao,Sim,1.0,0.0,Nao
113,Nao,Sim,Nao,0.0,1.0,Nao
114,Nao,Nao,Sim,1.0,0.0,Nao
115,Nao,Sim,Nao,0.0,1.0,Nao
116,Nao,Sim,Sim,1.0,1.0,Nao
117,Nao,Nao,Nao,0.0,1.0,Nao
118,Sim,Sim,Sim,0.0,3.0,Sim
119,Nao,Sim,Sim,1.0,0.0,Nao
120,Sim,Nao,Sim,1.0,0.0,Nao
121,Nao,Nao,Nao,1.0,0.0,Nao
122,Nao,Nao,Nao,0.0,1.0,Nao
124,Nao,Nao,Sim,1.0,0.0,Nao
125,Nao,Nao,Nao,0.0,1.0,Nao
126,Nao,Nao,Sim,0.0,2.0,Nao
127,Nao,Sim,Nao,0.0,1.0,Nao
128,Nao,Nao,Sim,0.0,1.0,Nao
129,Nao,Sim,Sim,0.0,1.0,Nao
131,Nao,Sim,Nao,1.0,0.0,Nao
132,Sim,Nao,Sim,1.0,0.0,Nao
134,Nao,Sim,Sim,0.0,1.0,Nao
135,Nao,Nao,Sim,0.0,1.0,Nao
136,Nao,Sim,Sim,1.0,0.0,Nao
139,Nao,Nao,Sim,0.0,1.0,Nao
140,Nao,Nao,Nao,0.0,1.0,Nao
141,Nao,Nao,Sim,1.0,0.0,Nao
142,Sim,Sim,Sim,0.0,2.0,Nao
143,Sim,Sim,Sim,0.0,2.0,Sim
144,Sim,Nao,Nao,0.0,1.0,Nao
145,Nao,Sim,Sim,0.0,1.0,Nao
146,Sim,Nao,Sim,0.0,1.0,Nao
147,Sim,Sim,Sim,0.0,1.0,Nao
149,Sim,Nao,Sim,1.0,0.0,Nao
151,Sim,Sim,Nao,0.0,1.0,Nao
152,Nao,Nao,Nao,0.0,1.0,Nao
153,Nao,Nao,Sim,0.0,1.0,Nao
154,Sim,Sim,Sim,1.0,0.0,Nao
155,Sim,Nao,Sim,0.0,2.0,Nao
156,Sim,Nao,Sim,1.0,1.0,Sim
157,Sim,Nao,Nao,0.0,1.0,Nao
158,Sim,Nao,Nao,0.0,1.0,Sim
160,Sim,Nao,Nao,1.0,0.0,Nao
161,Sim,Sim,Sim,1.0,0.0,Nao
162,Sim,Sim,Nao,1.0,0.0,Nao
163,Nao,Sim,Sim,0.0,1.0,Nao
164,Nao,Nao,Sim,0.0,1.0,Nao
165,Sim,Nao,Nao,0.0,1.0,Nao
166,Nao,Nao,Sim,1.0,1.0,Nao
167,Nao,Nao,Sim,0.0,1.0,Nao
168,Nao,Nao,Sim,0.0,1.0,Nao
169,Sim,Nao,Sim,1.0,0.0,Nao
170,Sim,Nao,Nao,1.0,1.0,Sim
171,Sim,Nao,Sim,0.0,1.0,Nao
172,Sim,Nao,Sim,0.0,1.0,Nao
173,Sim,Sim,Sim,3.0,0.0,Nao
174,Sim,Sim,Sim,1.0,1.0,Sim
175,Nao,Sim,Nao,1.0,0.0,Nao
176,Sim,Nao,Sim,0.0,1.0,Nao
177,Nao,Sim,Sim,0.0,1.0,Nao
178,Nao,Sim,Sim,0.0,1.0,Nao
179,Sim,Sim,Sim,1.0,2.0,Nao
180,Nao,Sim,Sim,0.0,3.0,Nao
182,Nao,Nao,Nao,0.0,1.0,Nao
183,Sim,Nao,Sim,0.0,1.0,Nao
184,Nao,Sim,Nao,0.0,1.0,Nao
186,Sim,Nao,Sim,1.0,1.0,Nao
187,Nao,Sim,Nao,0.0,1.0,Nao
190,Sim,Sim,Sim,0.0,1.0,Nao
191,Sim,Nao,Sim,0.0,1.0,Nao
193,Sim,Nao,Sim,1.0,0.0,Nao
196,Nao,Sim,Nao,0.0,1.0,Nao
198,Nao,Sim,Nao,0.0,1.0,Nao
201,Sim,Sim,Sim,1.0,0.0,Nao
202,Nao,Nao,Nao,1.0,0.0,Nao
203,Nao,Sim,Sim,0.0,1.0,Nao
204,Sim,Nao,Nao,1.0,0.0,Nao
205,Sim,Sim,Nao,0.0,1.0,Nao
207,Nao,Sim,Nao,0.0,1.0,Nao
208,Nao,Nao,Sim,0.0,1.0,Nao
209,Sim,Sim,Sim,1.0,0.0,Nao
210,Sim,Nao,Sim,0.0,1.0,Nao
212,Nao,Sim,Nao,0.0,1.0,Nao
213,Nao,Nao,Nao,0.0,1.0,Nao
214,Nao,Sim,Sim,1.0,0.0,Nao
215,Nao,Nao,Sim,0.0,1.0,Sim
216,Sim,Sim,Sim,0.0,1.0,Sim
218,Sim,Sim,Nao,1.0,0.0,Nao
219,Nao,Sim,Nao,0.0,1.0,Nao
220,Sim,Sim,Nao,1.0,0.0,Sim
221,Nao,Sim,Nao,1.0,0.0,Nao
222,Sim,Sim,Sim,0.0,1.0,Nao
223,Nao,Nao,Nao,1.0,0.0,Nao
224,Nao,Sim,Nao,0.0,1.0,Nao
225,Sim,Nao,Sim,1.0,0.0,Nao
226,Sim,Sim,Nao,0.0,2.0,Nao
227,Sim,Nao,Nao,1.0,0.0,Nao
229,Sim,Sim,Sim,1.0,0.0,Nao
231,Sim,Nao,Sim,1.0,0.0,Sim
232,Nao,Nao,Sim,1.0,0.0,Nao
233,Sim,Sim,Sim,0.0,1.0,Nao
234,Nao,Nao,Nao,0.0,1.0,Nao
236,Sim,Nao,Sim,0.0,1.0,Nao
237,Sim,Sim,Sim,0.0,1.0,Nao
240,Nao,Sim,Sim,0.0,1.0,Nao
242,Sim,Sim,Sim,0.0,1.0,Nao
243,Sim,Sim,Sim,1.0,0.0,Sim
244,Sim,Sim,Sim,2.0,0.0,Nao
246,Nao,Nao,Nao,0.0,1.0,Nao
247,Nao,Nao,Sim,0.0,1.0,Nao
249,Sim,Sim,Sim,1.0,0.0,Nao
250,Sim,Nao,Sim,0.0,1.0,Nao
251,Sim,Nao,Sim,0.0,1.0,Nao
253,Sim,Sim,Sim,1.0,0.0,Nao
255,Nao,Sim,Nao,0.0,1.0,Nao
256,Nao,Sim,Sim,0.0,1.0,Nao
258,Sim,Sim,Sim,1.0,1.0,Nao
260,Nao,Sim,Sim,0.0,1.0,Nao
261,Nao,Sim,Sim,0.0,1.0,Nao
263,Sim,Sim,Sim,0.0,1.0,Nao
264,Sim,Sim,Sim,1.0,1.0,Nao
265,Sim,Sim,Sim,1.0,1.0,Sim
266,Nao,Sim,Sim,0.0,1.0,Nao
267,Nao,Sim,Sim,0.0,1.0,Nao
269,Sim,Sim,Sim,1.0,0.0,Nao
270,Sim,Sim,Nao,1.0,1.0,Nao
271,Sim,Sim,Sim,1.0,0.0,Nao
272,Nao,Sim,Nao,0.0,1.0,Nao
273,Sim,Nao,Sim,0.0,1.0,Nao
274,Nao,Sim,Sim,1.0,0.0,Nao
276,Sim,Nao,Nao,1.0,0.0,Nao
278,Nao,Sim,Sim,1.0,0.0,Nao
283,Sim,Sim,Nao,1.0,1.0,Sim
284,Nao,Sim,Sim,1.0,0.0,Nao
285,Sim,Nao,Nao,1.0,0.0,Nao
286,Nao,Sim,Nao,0.0,1.0,Nao
287,Sim,Sim,Sim,0.0,1.0,Nao
288,Sim,Nao,Nao,0.0,1.0,Nao
289,Sim,Sim,Sim,1.0,1.0,Sim
290,Sim,Sim,Sim,2.0,0.0,Nao
291,Nao,Nao,Nao,0.0,1.0,Nao
292,Nao,Sim,Sim,1.0,1.0,Sim
293,Nao,Sim,Nao,0.0,1.0,Nao
294,Sim,Sim,Nao,0.0,1.0,Nao
297,Sim,Sim,Sim,1.0,0.0,Nao
299,Nao,Nao,Sim,1.0,0.0,Nao
300,Sim,Sim,Sim,1.0,0.0,Sim
302,Nao,Sim,Sim,0.0,2.0,Nao
303,Sim,Sim,Sim,1.0,0.0,Sim
304,Sim,Nao,Sim,0.0,1.0,Nao
305,Nao,Sim,Sim,1.0,2.0,Nao
306,Nao,Nao,Nao,0.0,1.0,Nao
307,Sim,Nao,Sim,0.0,2.0,Nao
308,Nao,Sim,Sim,1.0,0.0,Nao
309,Sim,Sim,Sim,2.0,0.0,Nao
310,Sim,Sim,Sim,0.0,1.0,Nao
311,Nao,Sim,Sim,1.0,0.0,Nao
313,Sim,Nao,Sim,1.0,0.0,Sim
314,Nao,Nao,Sim,0.0,1.0,Nao
315,Sim,Nao,Nao,1.0,0.0,Sim
317,Nao,Sim,Sim,0.0,1.0,Nao
318,Nao,Sim,Sim,1.0,0.0,Nao
319,Nao,Sim,Sim,1.0,0.0,Nao
322,Sim,Sim,Sim,1.0,0.0,Nao
323,Nao,Sim,Sim,0.0,1.0,Nao
324,Sim,Sim,Nao,0.0,2.0,Nao
327,Sim,Sim,Sim,2.0,0.0,Sim
328,Nao,Sim,Nao,1.0,0.0,Nao
330,Sim,Sim,Nao,2.0,0.0,Sim
331,Nao,Sim,Sim,1.0,0.0,Sim
332,Sim,Nao,Sim,1.0,0.0,Nao
333,Nao,Sim,Sim,1.0,0.0,Nao
335,Sim,Sim,Sim,0.0,1.0,Nao
336,Sim,Sim,Sim,0.0,2.0,Nao
337,Nao,Sim,Sim,0.0,1.0,Nao
340,Sim,Nao,Nao,1.0,0.0,Nao
342,Sim,Sim,Sim,3.0,1.0,Sim
343,Nao,Sim,Sim,0.0,1.0,Nao
344,Nao,Sim,Sim,1.0,0.0,Nao
345,Nao,Nao,Sim,1.0,0.0,Nao
346,Nao,Sim,Nao,1.0,0.0,Nao
347,Sim,Sim,Sim,1.0,0.0,Nao
348,Sim,Sim,Sim,2.0,0.0,Nao
349,Nao,Nao,Nao,0.0,1.0,Nao
350,Nao,Sim,Sim,0.0,1.0,Nao
351,Nao,Nao,Nao,0.0,1.0,Nao
352,Sim,Nao,Nao,0.0,1.0,Nao
353,Nao,Sim,Sim,1.0,0.0,Nao
355,Sim,Sim,Sim,1.0,1.0,Nao
356,Nao,Sim,Sim,1.0,0.0,Nao
357,Nao,Sim,Sim,0.0,1.0,Nao
358,Sim,Sim,Nao,1.0,0.0,Nao
359,Nao,Sim,Sim,0.0,1.0,Nao
363,Nao,Sim,Sim,1.0,1.0,Nao
371,Sim,Nao,Sim,1.0,0.0,Nao
374,Nao,Sim,Nao,0.0,1.0,Nao
375,Nao,Sim,Nao,0.0,1.0,Nao
376,Nao,Sim,Sim,0.0,1.0,Nao
378,Sim,Nao,Sim,0.0,1.0,Nao
379,Nao,Sim,Sim,0.0,1.0,Nao
382,Nao,Sim,Nao,0.0,1.0,Nao
384,Nao,Sim,Sim,0.0,1.0,Nao
385,Nao,Nao,Nao,0.0,1.0,Nao
387,Nao,Sim,Sim,1.0,0.0,Nao
389,Nao,Sim,Sim,0.0,1.0,Nao
390,Sim,Nao,Sim,1.0,0.0,Nao
392,Sim,Sim,Sim,1.0,0.0,Nao
393,Sim,Sim,Sim,1.0,0.0,Sim
394,Sim,Nao,Nao,0.0,1.0,Nao
395,Sim,Nao,Sim,1.0,0.0,Nao
396,Nao,Nao,Nao,0.0,1.0,Nao
397,Sim,Sim,Sim,2.0,0.0,Nao
398,Sim,Sim,Sim,1.0,1.0,Nao
399,Sim,Sim,Sim,4.0,0.0,Sim
400,Sim,Nao,Sim,0.0,1.0,Nao
401,Sim,Sim,Sim,3.0,0.0,Nao
402,Sim,Sim,Sim,1.0,1.0,Nao
404,Nao,Sim,Nao,0.0,1.0,Nao
405,Nao,Nao,Nao,0.0,1.0,Nao
406,Sim,Sim,Sim,1.0,0.0,Nao
407,Sim,Sim,Nao,0.0,1.0,Nao
408,Sim,Nao,Nao,0.0,1.0,Nao
409,Nao,Sim,Sim,1.0,0.0,Nao
410,Sim,Sim,Sim,1.0,0.0,Nao
411,Nao,Nao,Nao,0.0,1.0,Nao
412,Sim,Sim,Nao,0.0,1.0,Nao
414,Sim,Nao,Nao,0.0,1.0,Nao
417,Nao,Sim,Sim,1.0,0.0,Nao
418,Nao,Sim,Sim,0.0,1.0,Nao
419,Sim,Nao,Nao,1.0,0.0,Sim
420,Sim,Nao,Nao,1.0,1.0,Sim
421,Nao,Sim,Sim,1.0,0.0,Nao
423,Nao,Sim,Nao,1.0,0.0,Nao
424,Nao,Sim,Sim,0.0,1.0,Nao
425,Nao,Sim,Sim,0.0,1.0,Nao
427,Nao,Sim,Sim,0.0,1.0,Nao
428,Nao,Nao,Nao,0.0,1.0,Nao
429,Sim,Nao,Sim,2.0,0.0,Nao
430,Nao,Sim,Sim,1.0,0.0,Nao
432,Nao,Sim,Sim,0.0,1.0,Nao
433,Nao,Sim,Sim,1.0,0.0,Nao
434,Sim,Sim,Nao,1.0,0.0,Nao
436,Nao,Sim,Sim,0.0,1.0,Nao
437,Nao,Sim,Nao,0.0,1.0,Nao
438,Nao,Nao,Nao,0.0,1.0,Nao
439,Nao,Sim,Sim,1.0,0.0,Nao
440,Nao,Sim,Sim,0.0,1.0,Nao
442,Sim,Sim,Sim,1.0,0.0,Nao
444,Nao,Nao,Nao,0.0,2.0,Nao
445,Nao,Sim,Nao,0.0,1.0,Nao
447,Nao,Sim,Sim,1.0,0.0,Nao
448,Sim,Sim,Sim,1.0,1.0,Sim
449,Sim,Sim,Sim,1.0,0.0,Nao
450,Nao,Sim,Sim,2.0,0.0,Sim
451,Nao,Sim,Sim,0.0,2.0,Nao
452,Nao,Nao,Nao,0.0,1.0,Nao
453,Nao,Sim,Sim,1.0,0.0,Nao
454,Sim,Sim,Sim,1.0,0.0,Nao
455,Nao,Nao,Nao,0.0,1.0,Nao
456,Sim,Sim,Sim,1.0,0.0,Nao
457,Nao,Sim,Sim,1.0,1.0,Nao
458,Nao,Sim,Sim,1.0,0.0,Nao
459,Sim,Nao,Sim,0.0,1.0,Nao
460,Sim,Nao,Nao,1.0,0.0,Nao
461,Nao,Sim,Nao,0.0,1.0,Nao
462,Sim,Sim,Sim,1.0,0.0,Nao
464,Sim,Sim,Nao,0.0,1.0,Nao
465,Sim,Nao,Nao,0.0,1.0,Nao
466,Sim,Sim,Nao,0.0,1.0,Nao
467,Sim,Sim,Sim,0.0,1.0,Nao
468,Nao,Sim,Nao,0.0,1.0,Nao
469,Nao,Sim,Nao,0.0,1.0,Nao
470,Sim,Sim,Nao,1.0,0.0,Nao
472,Sim,Sim,Nao,1.0,0.0,Nao
473,Nao,Sim,Sim,0.0,1.0,Nao
474,Nao,Sim,Nao,0.0,1.0,Nao
475,Nao,Sim,Sim,0.0,1.0,Nao
476,Sim,Sim,Sim,0.0,1.0,Nao
478,Sim,Sim,Sim,0.0,1.0,Nao
479,Nao,Sim,Sim,0.0,1.0,Nao
480,Nao,Sim,Nao,0.0,2.0,Nao
481,Sim,Sim,Nao,0.0,1.0,Nao
482,Sim,Nao,Sim,1.0,1.0,Nao
484,Sim,Sim,Sim,0.0,1.0,Sim
485,Sim,Sim,Sim,1.0,1.0,Nao
486,Nao,Sim,Sim,0.0,1.0,Nao
487,Nao,Sim,Sim,0.0,1.0,Nao
490,Nao,Sim,Sim,0.0,1.0,Nao
492,Nao,Sim,Sim,0.0,1.0,Nao
493,Nao,Sim,Sim,0.0,1.0,Nao
495,Nao,Sim,Sim,0.0,1.0,Nao
496,Nao,Sim,Sim,1.0,0.0,Nao
497,Nao,Sim,Nao,0.0,1.0,Nao
498,Nao,Sim,Sim,0.0,1.0,Nao
499,Nao,Sim,Nao,1.0,0.0,Nao
500,Nao,Sim,Nao,0.0,1.0,Nao
501,Nao,Sim,Sim,1.0,0.0,Nao
506,Sim,Sim,Sim,0.0,1.0,Nao
507,Nao,Sim,Sim,1.0,0.0,Nao
508,Nao,Sim,Sim,0.0,1.0,Nao
509,Nao,Sim,Nao,0.0,1.0,Nao
510,Nao,Sim,Nao,0.0,1.0,Nao
511,Nao,Sim,Nao,0.0,1.0,Nao
512,Nao,Nao,Nao,0.0,2.0,Nao
513,Nao,Nao,Nao,0.0,1.0,Sim
514,Nao,Nao,Nao,1.0,0.0,Nao
515,Nao,Sim,Nao,0.0,1.0,Nao
516,Nao,Sim,Nao,0.0,1.0,Nao
518,Nao,Sim,Sim,0.0,1.0,Nao
519,Nao,Nao,Sim,0.0,1.0,Nao
520,Nao,Sim,Nao,0.0,1.0,Nao
522,Nao,Sim,Sim,1.0,0.0,Nao
523,Sim,Sim,Sim,1.0,0.0,Nao
526,Sim,Sim,Sim,1.0,0.0,Sim
527,Nao,Sim,Sim,3.0,2.0,Nao
528,Sim,Sim,Sim,1.0,0.0,Nao
529,Nao,Sim,Nao,0.0,1.0,Nao
530,Sim,Nao,Sim,0.0,2.0,Nao
531,Nao,Nao,Sim,1.0,1.0,Nao
532,Nao,Sim,Sim,1.0,0.0,Nao
533,Sim,Sim,Sim,1.0,0.0,Nao
535,Nao,Sim,Sim,1.0,1.0,Nao
536,Sim,Nao,Sim,0.0,1.0,Nao
537,Sim,Sim,Sim,1.0,0.0,Sim
539,Nao,Nao,Sim,0.0,1.0,Nao
540,Sim,Sim,Nao,1.0,1.0,Sim
541,Sim,Sim,Sim,2.0,0.0,Nao
542,Nao,Sim,Sim,2.0,1.0,Nao
543,Nao,Nao,Sim,0.0,2.0,Nao
545,Sim,Sim,Sim,2.0,0.0,Nao
546,Sim,Sim,Sim,1.0,0.0,Nao
547,Nao,Sim,Nao,0.0,1.0,Nao
548,Nao,Nao,Sim,1.0,0.0,Nao
549,Sim,Nao,Sim,0.0,1.0,Nao
550,Sim,Sim,Sim,0.0,2.0,Nao
554,Sim,Sim,Sim,2.0,1.0,Sim
556,Nao,Sim,Sim,1.0,1.0,Nao
557,Nao,Nao,Sim,1.0,0.0,Nao
559,Sim,Sim,Sim,1.0,2.0,Sim
560,Nao,Sim,Sim,0.0,1.0,Nao
561,Nao,Nao,Nao,1.0,0.0,Nao
562,Sim,Nao,Sim,1.0,0.0,Sim
563,Sim,Sim,Sim,2.0,0.0,Sim
564,Nao,Sim,Sim,1.0,1.0,Nao
565,Sim,Nao,Sim,1.0,0.0,Nao
566,Sim,Sim,Sim,0.0,1.0,Nao
568,Nao,Sim,Sim,1.0,1.0,Nao
569,Nao,Sim,Sim,0.0,1.0,Nao
570,Nao,Sim,Sim,0.0,1.0,Nao
571,Nao,Nao,Sim,0.0,1.0,Nao
572,Nao,Sim,Nao,0.0,1.0,Nao
574,Nao,Sim,Sim,0.0,1.0,Nao
576,Nao,Sim,Nao,0.0,1.0,Nao
577,Nao,Sim,Sim,0.0,2.0,Nao
579,Nao,Nao,Sim,0.0,1.0,Nao
582,Nao,Nao,Sim,1.0,0.0,Nao
586,Nao,Sim,Nao,0.0,2.0,Nao
587,Sim,Sim,Sim,1.0,0.0,Nao
588,Sim,Sim,Sim,0.0,1.0,Nao
589,Sim,Nao,Sim,1.0,0.0,Nao
590,Sim,Nao,Sim,2.0,1.0,Nao
591,Sim,Nao,Sim,0.0,1.0,Nao
593,Sim,Sim,Nao,1.0,0.0,Nao
594,Sim,Nao,Nao,1.0,0.0,Nao
596,Sim,Sim,Sim,0.0,1.0,Nao
597,Nao,Nao,Nao,0.0,1.0,Nao
598,Sim,Nao,Sim,2.0,2.0,Nao
599,Nao,Sim,Sim,1.0,0.0,Nao
600,Sim,Nao,Sim,2.0,0.0,Nao
601,Sim,Nao,Nao,1.0,0.0,Nao
602,Nao,Sim,Nao,1.0,0.0,Nao
604,Sim,Sim,Sim,0.0,1.0,Nao
605,Nao,Sim,Nao,0.0,2.0,Nao
606,Nao,Sim,Sim,1.0,0.0,Nao
607,Sim,Nao,Sim,0.0,1.0,Nao
608,Sim,Sim,Sim,0.0,1.0,Nao
609,Sim,Sim,Sim,1.0,0.0,Sim
610,Nao,Nao,Sim,1.0,0.0,Nao
612,Nao,Sim,Sim,1.0,0.0,Nao
613,Sim,Nao,Nao,3.0,0.0,Sim
615,Sim,Sim,Sim,0.0,1.0,Nao
616,Sim,Nao,Nao,1.0,0.0,Nao
617,Nao,Sim,Nao,0.0,1.0,Nao
618,Nao,Nao,Nao,1.0,0.0,Sim
619,Nao,Nao,Nao,0.0,1.0,Nao
620,Sim,Nao,Sim,1.0,0.0,Nao
621,Sim,Nao,Sim,0.0,1.0,Nao
622,Nao,Nao,Nao,1.0,0.0,Nao
624,Nao,Sim,Nao,0.0,1.0,Nao
625,Nao,Sim,Sim,1.0,0.0,Nao
626,Sim,Sim,Sim,1.0,0.0,Nao
627,Nao,Nao,Sim,0.0,1.0,Nao
629,Sim,Nao,Sim,0.0,1.0,Nao
630,Nao,Nao,Sim,0.0,1.0,Nao
632,Sim,Nao,Sim,1.0,0.0,Sim
634,Sim,Nao,Sim,1.0,0.0,Nao
635,Sim,Sim,Sim,0.0,2.0,Nao
636,Sim,Nao,Sim,0.0,1.0,Nao
637,Nao,Sim,Sim,0.0,2.0,Nao
638,Nao,Sim,Sim,1.0,1.0,Nao
639,Sim,Sim,Sim,1.0,0.0,Nao
640,Sim,Nao,Sim,0.0,1.0,Nao
641,Sim,Nao,Sim,0.0,1.0,Nao
642,Sim,Sim,Sim,0.0,1.0,Nao
643,Sim,Nao,Nao,0.0,1.0,Nao
644,Sim,Sim,Sim,0.0,2.0,Nao
645,Sim,Sim,Sim,1.0,1.0,Nao
648,Nao,Sim,Sim,0.0,1.0,Nao
649,Nao,Sim,Sim,0.0,1.0,Nao
650,Nao,Sim,Sim,0.0,1.0,Nao
651,Sim,Sim,Sim,1.0,0.0,Nao
656,Nao,Sim,Nao,0.0,1.0,Nao
657,Nao,Sim,Sim,1.0,0.0,Nao
659,Nao,Sim,Sim,0.0,2.0,Nao
660,Nao,Sim,Sim,0.0,1.0,Nao
661,Nao,Sim,Sim,1.0,0.0,Nao
662,Nao,Sim,Nao,0.0,1.0,Nao
663,Nao,Sim,Sim,1.0,1.0,Nao
667,Nao,Sim,Nao,0.0,1.0,Nao
668,Sim,Nao,Sim,0.0,1.0,Nao
669,Nao,Nao,Nao,0.0,1.0,Nao
671,Nao,Sim,Sim,0.0,2.0,Nao
672,Sim,Sim,Sim,2.0,0.0,Sim
675,Nao,Sim,Sim,1.0,0.0,Nao
677,Nao,Sim,Nao,0.0,1.0,Nao
678,Nao,Nao,Sim,0.0,1.0,Nao
679,Sim,Nao,Nao,0.0,1.0,Nao
680,Nao,Nao,Sim,0.0,1.0,Nao
681,Nao,Nao,Nao,0.0,1.0,Nao
682,Sim,Nao,Sim,0.0,1.0,Nao
683,Sim,Sim,Nao,0.0,1.0,Nao
686,Sim,Sim,Sim,1.0,0.0,Nao
688,Sim,Sim,Sim,3.0,0.0,Sim
689,Sim,Sim,Sim,2.0,2.0,Sim
690,Nao,Sim,Sim,1.0,0.0,Nao
692,Sim,Sim,Sim,2.0,3.0,Sim
